Abhydrolase_3	224	305	168	290	300	326	126	133	251	95	164	75	55	112	77	33	141	44
Abhydrolase_4	20	21	31	26	19	18	20	42	37	30	12	8	14	3	0	3	3	0
Abhydrolase_5	141	169	148	109	153	182	78	155	181	107	106	241	144	76	24	79	54	32
Abhydrolase_6	1596	1510	1145	1735	1584	1778	1164	1469	1650	1464	847	2415	1124	1259	131	584	361	316
Abi	319	254	243	230	260	314	227	283	208	309	185	320	260	258	227	292	450	129
Abi_2	35	34	4	8	1	9	7	4	1	6	7	7	3	27	0	55	0	0
ABM	123	118	117	111	119	128	73	138	118	129	55	85	109	57	5	34	34	6
Acatn	9	9	7	6	8	10	8	6	6	6	4	2	0	0	0	0	5	0
ACBP	19	18	5	12	29	11	25	38	18	20	12	4	41	0	0	0	0	0
ACCA	141	143	125	157	250	139	208	222	205	193	176	194	268	257	110	280	120	136
AceK	72	100	90	74	118	42	109	49	123	40	43	29	24	1	0	0	57	0
Acetate_kinase	353	397	353	275	258	383	389	179	205	232	234	252	202	91	66	251	51	52
AcetDehyd-dimer	10	24	3	14	9	20	20	28	8	61	7	7	33	88	7	59	0	1
Acetone_carb_G	3	7	15	5	1	2	10	0	4	0	3	2	0	9	5	1	0	4
AcetylCoA_hydro	78	53	123	59	78	37	124	83	57	47	94	5	88	80	18	66	25	31
Acetyltransf_1	1101	944	1059	973	823	1217	759	768	893	808	1118	1407	719	705	1513	607	1000	862
Acetyltransf_2	37	29	18	28	15	28	9	11	30	33	9	16	17	19	0	1	6	0
Acid_phosphat_B	41	42	6	6	22	9	23	15	13	16	7	11	22	0	0	2	8	1
Aconitase	1140	1175	1058	1342	1494	1147	1423	1604	1654	1506	1372	874	1606	1975	1249	1910	2021	1353
Aconitase_2_N	9	15	14	31	37	6	59	13	6	32	18	118	12	10	14	0	31	0
Aconitase_B_N	3	5	11	18	15	9	49	9	7	21	7	128	6	5	4	0	30	0
Aconitase_C	295	366	317	347	445	343	346	454	435	469	414	251	371	514	290	444	652	362
ACOX	4	9	1	4	8	3	1	5	1	6	3	6	27	0	0	0	1	0
ACP	19	6	3	8	2	22	12	0	1	0	4	0	1	1	0	0	6	0
ACP_syn_III	197	237	167	198	210	165	241	194	176	213	197	138	236	270	102	278	163	150
ACP_syn_III_C	245	275	246	236	298	234	227	285	225	307	241	200	314	439	266	358	263	235
ACPS	112	76	88	97	93	85	93	93	95	82	89	77	113	77	79	148	58	65
ACR_tran	5545	5659	4440	6295	5944	5129	4892	4760	6808	4213	4138	4211	5479	4777	521	6348	3084	1521
ACT	216	245	301	242	280	266	390	319	385	310	392	333	231	330	310	441	280	412
ACT_3	8	4	2	2	2	6	4	0	0	0	3	5	0	1	0	0	6	0
Actin	3	42	4	8	14	38	4	2	12	6	4	21	33	0	0	0	0	0
Acyl_CoA_thio	24	30	8	34	21	31	17	8	43	10	17	7	5	19	1	0	27	0
Acyl_transf_1	250	222	250	339	233	227	204	206	219	191	212	719	211	152	99	229	110	91
Acyl_transf_3	150	113	73	54	56	125	62	37	66	40	29	52	19	6	0	18	6	0
Acyl-ACP_TE	40	21	70	12	21	21	18	18	5	29	13	21	18	8	3	2	0	0
Acyl-CoA_dh_1	1269	1375	1995	1759	1677	1446	1369	1418	2155	1399	1207	467	1574	1723	999	1162	1460	299
Acyl-CoA_dh_2	41	33	6	81	56	57	6	27	104	28	31	187	4	9	0	0	2	0
Acyl-CoA_dh_C	42	50	50	56	69	27	64	55	73	32	40	23	17	11	0	0	29	0
Acyl-CoA_dh_M	562	775	850	997	905	726	722	725	1126	695	606	250	730	776	475	504	648	83
Acyl-CoA_dh_N	670	717	1055	995	964	661	674	769	1127	723	659	399	879	960	497	532	769	106
AcylCoA_dehyd_C	4	8	3	0	0	3	0	0	0	2	1	0	1	0	0	0	0	0
AcylCoA_DH_N	19	38	4	5	17	10	32	21	12	9	7	5	2	0	0	0	18	0
Acylphosphatase	142	154	247	157	149	148	247	208	162	201	348	113	310	191	781	315	452	568
Acyltransferase	290	247	280	256	279	275	251	237	247	187	195	247	336	226	37	352	203	129
Ada_Zn_binding	61	62	30	43	37	48	17	37	45	12	20	48	1	4	0	0	11	0
Ada3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Adaptin_N	5	6	1	1	1	9	1	0	9	0	2	8	8	0	0	0	0	0
ADC	42	72	54	52	21	49	16	18	24	1	18	91	8	13	11	45	98	46
Adenine_glyco	234	310	207	272	190	266	116	189	275	97	81	186	95	70	1	0	26	0
Adenosine_kin	75	68	224	92	126	35	208	192	54	146	367	176	169	240	705	170	501	590
Adenyl_cycl_N	2	2	2	1	0	1	7	0	7	0	2	1	1	1	0	0	8	0
Adenyl_transf	47	49	43	18	1	31	9	0	19	13	34	2	6	7	0	2	0	0
Adenylate_cycl	4	2	1	1	4	1	19	0	3	0	3	2	0	5	0	0	14	0
Adenylsucc_synt	637	721	700	737	728	648	832	773	696	867	879	531	916	942	1238	972	964	1127
ADH_N	616	779	982	971	787	831	554	846	951	864	781	676	640	1260	1044	986	1480	995
adh_short	2696	2283	2511	2896	2893	3163	2197	2829	3437	2637	2332	3369	2314	2051	1066	1688	1183	894
ADH_zinc_N	756	725	834	1005	912	1043	579	830	974	759	721	766	652	1103	965	957	1114	555
ADK	293	279	295	265	288	302	335	319	285	356	286	294	352	363	396	352	166	389
ADK_lid	68	40	73	59	54	42	97	55	56	66	109	7	74	146	173	154	65	169
AdoHcyase	490	569	385	442	427	447	516	472	489	515	546	315	547	406	691	508	558	794
AdoHcyase_NAD	287	306	264	321	321	300	365	335	345	391	434	275	319	361	667	412	406	662
AdoMet_dc	40	58	87	75	37	69	114	60	74	98	195	100	70	251	319	259	582	801
AdoMet_Synthase	26	59	77	102	56	23	91	45	31	62	350	10	86	624	1409	614	1389	1753
ADP_ribosyl_GH	214	130	223	163	82	165	211	155	94	150	154	291	151	125	38	105	63	153
ADPrib_exo_Tox	4	1	0	1	0	6	2	0	0	0	0	0	0	0	0	0	0	0
ADSL_C	101	109	133	135	124	138	162	143	162	130	206	110	141	187	249	169	98	231
AFG1_ATPase	98	92	17	97	127	79	66	87	132	58	52	39	21	46	0	8	65	0
AFOR_C	560	390	2600	440	142	303	835	154	456	327	2149	59	587	477	5287	801	1935	4380
AFOR_N	363	310	1675	315	112	176	523	67	294	210	1279	29	382	285	3061	470	1073	2967
AftA_C	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AgrB	1	2	1	11	2	22	2	10	1	5	2	0	3	1	6	0	0	0
AhpC-TSA	1251	1317	1030	1065	1173	1001	1014	1321	1125	1361	1115	1240	1484	1103	740	1220	1130	849
AHS1	54	85	104	105	97	58	80	70	101	73	95	20	76	110	246	13	18	284
AHS2	78	77	117	150	138	118	127	114	129	91	151	20	104	109	297	12	52	343
AHSA1	228	292	94	181	128	323	34	93	175	67	42	348	37	11	0	0	9	0
AICARFT_IMPCHas	309	357	311	454	490	362	484	457	384	458	360	243	540	652	98	648	381	323
AIG1	0	0	0	0	0	2	1	1	0	0	0	0	0	2	0	0	0	0
AIG2	10	11	12	18	22	18	10	24	13	28	11	23	27	7	6	4	0	1
AIPR	103	104	34	42	47	56	57	24	53	3	13	31	8	2	4	0	2	0
AIRC	200	195	218	267	327	197	269	332	223	325	381	184	310	417	547	367	381	582
AIRS	315	291	455	367	461	339	500	472	409	486	499	360	459	658	672	804	648	1003
AIRS_C	357	269	461	332	372	363	555	396	379	436	556	374	474	449	799	902	818	935
Ala_racemase_C	189	173	173	190	200	187	213	201	175	190	163	151	242	267	82	287	125	90
Ala_racemase_N	480	457	434	443	528	451	595	549	452	540	569	458	694	660	371	655	269	255
ALAD	361	390	333	574	520	433	514	506	489	470	439	704	459	831	486	865	1128	475
AlaDh_PNT_C	279	346	237	316	356	247	299	337	328	349	254	353	417	453	43	413	137	273
AlaDh_PNT_N	271	285	208	294	300	210	264	264	282	281	204	384	367	380	54	308	87	149
Alba	5	11	35	7	2	15	13	0	12	1	101	0	4	4	429	58	235	313
Ald_Xan_dh_C	291	356	437	525	404	338	265	393	601	333	389	108	301	675	515	285	529	408
Ald_Xan_dh_C2	1240	1715	1964	2419	1797	1586	1188	1576	2867	1323	2021	658	1329	2754	1962	1309	2521	2350
Aldedh	2691	3393	2042	4303	4337	3631	2794	4295	3611	3800	2218	2300	3541	4834	1491	3872	3812	1450
Aldo_ket_red	2030	1738	1776	1647	1471	1922	1277	1503	1705	1551	1373	2479	1269	1013	830	958	1944	1758
Aldolase	102	103	104	113	112	116	93	110	66	97	181	158	81	73	383	38	25	5
Aldolase_II	366	334	243	334	349	367	231	310	556	265	419	188	249	532	358	579	603	858
Aldose_epim	236	189	138	129	170	258	159	255	145	253	134	118	185	306	35	64	21	0
Alg14	10	8	21	13	5	13	13	4	11	2	4	2	2	2	10	0	0	1
Alg6_Alg8	0	2	0	3	1	4	0	2	4	0	1	0	4	0	0	0	0	0
Alginate_lyase	31	47	17	16	14	36	8	4	35	9	6	10	1	4	6	0	8	0
Alginate_lyase2	5	1	1	1	8	4	1	1	0	4	1	12	3	16	0	0	17	0
Alk_phosphatase	189	156	171	111	149	121	133	97	88	143	100	77	96	66	54	124	24	0
AlkA_N	8	15	4	9	22	17	6	7	12	12	1	85	0	3	0	0	11	0
Allantoicase	7	35	10	17	18	17	21	21	9	7	8	4	2	6	0	0	11	0
Alliinase_C	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ALO	34	36	5	28	16	43	10	6	44	21	8	20	10	4	0	0	1	0
Alph_Pro_TM	47	29	10	53	37	40	28	37	82	38	33	23	3	4	2	0	0	0
Alpha_L_fucos	439	337	434	226	262	358	290	344	282	352	305	66	259	165	109	167	139	626
Alpha-amylase	1110	990	616	673	737	742	561	1015	723	1067	809	1440	852	462	522	609	448	148
Alpha-amylase_C	73	67	60	72	92	56	64	61	60	51	62	150	71	116	72	140	87	64
Alpha-amylase_N	10	5	0	3	0	10	2	5	2	12	2	0	1	4	0	3	0	0
Alpha-L-AF_C	98	68	64	44	49	104	58	108	72	164	135	8	105	136	139	33	18	113
Alpha-mann_mid	26	20	42	18	41	69	36	40	15	40	42	48	39	115	37	38	23	72
ALS_ss_C	115	155	131	157	132	119	161	128	187	136	152	107	123	204	128	215	94	108
Alum_res	11	19	8	77	40	53	79	55	15	82	29	231	17	11	14	0	3	0
Amidase	1041	1165	953	1586	1552	1124	1034	1342	1485	1190	1022	1625	1163	1452	707	1167	933	779
Amidase_2	76	85	46	80	115	93	81	118	106	155	61	131	128	46	25	111	43	3
Amidase_3	242	285	286	343	306	322	379	327	328	373	411	447	350	253	232	436	212	211
Amidase_6	4	2	10	15	5	18	4	14	11	9	1	0	4	14	5	0	0	0
Amidinotransf	107	117	138	88	78	197	66	94	62	118	39	310	72	43	30	13	20	138
Amido_AtzD_TrzD	8	18	2	14	8	13	5	1	23	0	5	3	1	1	1	0	0	23
Amidohydro_1	448	430	499	430	598	452	513	570	470	458	644	749	488	573	898	679	425	1006
Amidohydro_2	484	543	537	710	594	632	293	491	1036	307	410	235	275	830	231	272	168	98
Amidohydro_3	337	278	450	341	510	309	378	462	373	391	563	237	563	657	1047	326	348	838
Amidoligase_2	27	2	13	15	9	21	7	1	8	4	6	16	1	0	0	0	0	0
AMIN	21	27	38	140	55	39	81	57	35	57	26	566	56	32	11	32	19	8
Amino_oxidase	263	219	169	235	314	252	324	415	240	497	174	686	430	197	13	187	79	97
Aminotran_1_2	2012	1589	2361	1782	1994	1875	2306	1789	2131	1820	2397	1595	2373	1878	2665	2573	2518	2302
Aminotran_3	1975	2142	2507	2619	2263	2071	2261	2239	2470	2307	2481	1418	2532	2800	3245	2402	2974	3076
Aminotran_4	432	399	344	374	453	417	379	400	433	447	523	337	499	453	575	530	609	392
Aminotran_5	1645	1566	2078	1783	1821	1738	1906	1795	1764	1852	2169	1817	2189	2594	2952	2005	1399	2632
Aminotran_MocR	5	20	9	14	16	18	7	10	8	9	6	3	7	1	0	2	4	0
AmiS_UreI	4	3	5	6	3	0	2	2	1	0	1	2	0	5	0	0	0	0
AMMECR1	139	111	259	88	103	69	194	67	92	123	334	12	172	145	642	179	647	789
Ammonium_transp	620	721	379	791	662	756	582	596	806	661	439	631	416	718	147	816	507	4
AMNp_N	29	25	0	25	33	9	30	33	48	26	15	14	1	2	0	0	12	0
AmoA	31	22	4	29	24	18	41	24	35	25	19	17	11	31	1	0	10	0
AmoC	3	19	3	3	8	9	11	6	2	0	46	1	0	1	1	0	0	0
AMP_N	72	85	41	59	106	50	76	70	65	31	50	157	114	105	5	70	16	1
AMP-binding	5148	5652	6382	5743	4970	5097	4608	4059	5648	4142	4408	6722	4072	4943	3426	3362	5159	1335
An_peroxidase	63	99	12	79	60	107	4	7	66	9	17	66	3	1	0	0	14	0
ANF_receptor	121	108	188	135	138	155	154	100	156	99	154	209	86	96	165	144	418	190
Ank	244	446	244	304	285	404	114	139	318	194	71	252	200	36	9	19	517	17
Ank_2	360	500	333	345	235	612	171	238	409	194	125	401	141	17	10	6	975	6
ANKH	5	2	0	1	0	0	0	0	1	0	0	4	0	0	0	0	0	0
Anp1	3	2	0	1	2	1	0	1	3	0	1	0	0	0	0	0	0	0
ANT	3	0	0	2	0	8	1	4	2	1	1	0	0	1	0	0	2	0
ANTAR	43	46	50	85	51	76	70	106	70	130	50	10	94	115	26	66	19	0
Anth_synt_I_N	140	104	107	163	196	136	171	165	149	242	182	163	155	214	102	185	101	90
Antibiotic_NAT	92	43	72	41	43	75	42	19	33	29	37	10	36	18	16	17	16	0
Anticodon_1	567	553	593	531	546	524	750	652	530	594	845	434	651	752	1278	905	1057	1114
Antirestrict	10	2	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0
Antistasin	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
AOX	26	41	4	4	15	6	14	2	7	0	1	2	2	0	0	0	0	0
AP_endonuc_2	624	505	724	489	610	739	512	775	586	759	637	338	676	601	547	567	381	587
AP_endonuc_2_N	57	57	53	37	68	59	28	111	41	84	38	29	67	53	9	41	13	30
AP2	6	8	2	4	5	5	0	0	1	0	4	2	0	0	0	0	0	0
ApbA	130	99	174	178	132	103	150	141	200	195	77	101	173	123	71	139	145	189
ApbA_C	106	114	173	156	159	103	162	151	178	178	105	67	165	120	66	238	341	355
ApbE	254	264	227	189	197	212	292	187	236	192	258	77	173	150	210	254	137	134
Apc3	21	7	23	6	21	11	14	17	9	12	15	7	29	27	3	99	31	7
APG6	1	1	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0
APG9	4	2	0	1	10	4	0	20	8	9	10	3	12	0	0	0	0	0
APH	303	298	177	277	243	323	204	203	379	200	180	132	117	124	26	16	52	14
APH_6_hur	28	28	12	24	11	39	8	13	28	15	1	2	13	4	0	0	0	0
APS_kinase	242	283	227	288	241	212	171	228	222	253	180	514	199	281	222	42	210	73
APS-reductase_C	20	29	44	12	13	5	30	8	52	3	26	2	10	0	4	2	117	22
ArabFuran-catal	15	6	0	4	0	6	2	0	2	0	3	0	2	0	0	0	0	0
Arabinose_bd	41	40	25	67	43	56	68	16	23	11	7	77	0	10	0	0	92	0
Arabinose_Iso_C	49	30	15	16	9	30	9	9	10	8	7	1	2	4	0	0	1	0
Arabinose_Isome	117	104	43	50	24	84	31	13	55	27	30	9	20	28	4	0	7	0
Arabinose_trans	4	14	0	2	0	3	0	0	1	0	1	0	0	0	0	0	0	0
AraC_binding	24	19	16	46	30	79	18	48	20	49	4	56	11	22	0	0	23	0
AraC_E_bind	72	64	91	58	14	144	26	8	33	10	22	14	3	2	0	0	1	0
AraC_N	23	14	11	35	17	32	17	54	15	35	6	276	28	24	4	0	27	0
Arc	6	9	0	1	0	13	2	2	0	1	0	0	0	2	0	0	8	0
Arch_ATPase	62	21	56	16	5	20	12	9	10	14	40	5	22	7	94	121	798	2851
Arch_flagellin	3	1	47	5	2	12	4	1	22	2	85	6	2	9	309	7	11	144
ARD	26	12	2	5	7	4	7	6	9	3	1	6	10	22	3	119	69	85
ArdA	14	1	2	2	3	11	1	3	0	0	0	3	0	0	0	1	1	0
Arf	6	22	1	4	16	11	0	10	19	11	3	8	9	0	0	6	3	2
ArfGap	5	3	1	2	1	2	0	2	7	2	1	3	2	0	0	0	0	0
Arg_repressor	28	25	9	48	36	29	23	47	27	21	28	1	38	64	11	12	4	0
Arg_repressor_C	24	25	14	40	42	34	22	46	30	16	21	1	27	79	10	5	7	0
Arg_tRNA_synt_N	113	73	105	121	109	110	125	91	96	87	143	111	99	97	212	146	75	63
Arginase	357	451	352	485	566	502	383	574	424	490	532	659	673	659	952	551	883	655
Arginosuc_synth	469	595	513	629	685	442	591	801	597	750	692	391	612	1010	861	889	873	1466
ArgJ	250	259	236	420	393	312	456	514	407	567	322	248	378	382	100	563	307	392
ArgK	303	307	297	281	351	285	334	309	293	317	292	57	449	486	363	327	293	318
ARID	1	1	0	0	0	0	0	0	1	0	1	3	2	0	0	0	0	0
Arm	3	4	4	9	3	10	3	3	8	2	5	6	3	7	1	9	1	0
AroM	6	3	28	14	3	3	7	6	8	1	31	1	2	17	133	12	29	214
Aromatic_hydrox	2	4	0	8	4	0	2	1	0	4	1	0	3	62	8	8	0	0
Arr-ms	37	23	6	17	7	19	2	0	1	0	0	9	0	1	0	0	1	0
ArsA_ATPase	166	223	486	268	135	223	342	207	158	343	180	533	296	530	567	961	1639	678
ArsB	5	32	8	7	7	33	86	43	3	31	55	9	28	90	83	430	225	254
ArsC	123	95	13	52	75	67	86	88	72	66	55	108	29	31	7	2	28	0
ArsD	33	42	13	10	2	24	21	2	9	0	5	0	1	1	0	0	1	0
Arylesterase	1	3	0	3	0	2	2	0	1	3	1	7	1	2	0	0	0	0
Arylsulfotrans	35	27	13	10	17	27	20	11	12	5	0	5	7	1	0	0	2	0
ASCH	21	8	3	6	7	24	2	2	6	1	4	5	1	2	0	2	51	113
ASL_C	58	60	22	25	41	44	56	49	49	48	33	16	67	8	32	1	11	2
AsmA	40	27	36	29	24	35	30	19	56	2	19	10	4	13	0	0	14	0
Asn_synthase	694	756	867	785	828	703	619	722	798	471	525	576	655	230	491	80	211	159
AsnA	32	25	76	16	9	37	61	3	9	5	23	4	16	6	2	1	3	0
AsnC_trans_reg	249	207	183	204	208	219	243	197	257	176	363	299	186	101	959	213	976	1006
Asp	2	1	0	0	0	7	0	0	6	0	1	3	1	0	0	0	0	0
Asp_Arg_Hydrox	21	50	4	23	37	17	34	34	11	19	14	81	17	16	0	0	2	0
Asp_decarbox	82	103	89	81	117	61	130	120	71	147	90	42	157	108	29	216	140	105
Asp_Glu_race	239	169	207	137	139	222	219	98	139	146	166	170	166	90	177	280	161	182
Asp-Al_Ex	54	82	92	31	54	99	55	26	57	42	36	12	46	7	0	1	7	0
Asparaginase	223	200	225	91	110	119	190	103	105	118	239	65	259	53	749	189	457	752
Asparaginase_2	154	147	132	184	346	113	207	363	173	349	199	360	339	244	348	256	410	559
Asparaginase_II	91	86	77	157	104	118	130	68	110	113	103	204	74	300	13	54	19	17
ASRT	4	4	6	16	1	9	6	16	2	2	2	7	2	28	0	57	23	2
AstA	33	53	16	37	59	30	58	64	10	50	4	36	0	17	0	0	49	1
Astacin	24	18	8	8	14	27	2	2	15	4	0	91	0	2	1	3	0	1
AstB	24	40	5	36	47	36	52	41	13	44	3	25	0	23	0	0	61	0
AstE_AspA	73	78	54	70	96	56	65	97	40	67	23	421	56	125	10	10	50	73
ATE_C	45	65	9	48	98	59	60	63	95	69	49	24	15	10	0	0	15	0
ATE_N	14	37	3	28	67	33	33	18	43	17	31	23	5	5	0	0	6	0
ATG16	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ATG22	319	205	262	157	252	132	219	250	200	336	208	152	376	44	9	98	6	1
ATP_bind_2	159	206	191	201	190	186	224	190	188	155	185	36	154	431	73	89	83	75
ATP_bind_3	201	167	233	192	239	222	246	200	193	281	255	193	331	282	227	344	145	167
ATP_bind_4	22	24	68	29	28	33	41	28	25	27	204	13	32	108	810	113	487	610
ATP_synt_I	7	6	10	4	11	2	13	10	5	4	5	19	2	3	0	1	7	0
ATP_transf	5	2	4	10	16	3	1	4	6	3	1	5	1	0	0	0	0	0
ATP-cone	174	139	173	115	122	113	172	132	95	145	312	94	134	147	531	303	176	188
ATP-grasp	126	126	34	169	217	128	189	261	155	229	165	173	249	314	150	299	335	442
ATP-grasp_2	269	311	350	375	342	317	333	312	367	332	375	210	418	402	475	570	687	395
ATP-grasp_3	6	15	12	8	12	33	29	4	13	5	106	6	1	8	332	0	1	51
ATP-gua_Ptrans	42	66	57	76	93	88	48	69	45	59	42	18	41	47	9	20	0	0
ATP-sulfurylase	207	286	344	290	238	190	234	237	288	281	205	275	261	555	61	411	709	164
ATP-synt	586	587	449	508	602	458	497	582	569	509	479	384	645	558	231	643	303	262
ATP-synt_A	367	352	235	294	289	320	346	313	324	299	230	203	352	226	84	322	169	122
ATP-synt_ab	1509	1419	1172	1260	1434	1274	1730	1264	1394	1390	1569	730	1632	1688	1385	2169	1932	2272
ATP-synt_ab_C	339	343	300	361	352	329	419	342	323	373	450	263	465	412	361	472	492	645
